ticker,fiscal_year,net_sales,total_assets,selling_expenses,general_admin_expenses,intangible_assets_net,manufacturing_overhead,net_operating_income,raw_material_consumption,merchandise_purchase_year,wip_goods_purchase,outside_manufacturing_expenses,production_cost,rnd_expenses,net_income,total_equity,total_liabilities,cash_and_equivalents,long_term_debt,current_assets,current_liabilities,growth_ratio,inventory,net_ppe,shares_outstanding,market_value_equity,dividend_cash_paid,eps_basic,managerial_inside_own,state_own,institutional_own,foreign_own,employees_count,firm_age,product_innovation,process_innovation,net_cfo,capex,net_cfi
LHC,2023,1119271133177.0,1098510172732.0,3162427454.0,119001622748.0,17003142584.0,,239387662114.0,471190638957.0,,30916462096.0,161010360301.0,957846612202.0,0.0,126274753220.0,689583537450.0,408926635282.0,197316312274.0,39000000000.0,660825539644.0,364538000000.0,-0.21,141717841616.0,333819244946.0,14400000,757440000000.0,-49334201200.0,5.651,0.18,0.0,0.03,0.18,56.0,23,0,1,209120175161.0,-194064534289.0,-180348008085.0
LHC,2024,1204783581903.0,1196612481770.0,4950872868.0,95468972672.0,17003142584.0,,203084552401.0,522617775745.0,,43503111859.0,252363693534.0,1079957867474.0,0.0,116936293805.0,746193716730.0,450418765040.0,273024811700.0,32259000000.0,607500864584.0,418160000000.0,0.08,143920667536.0,355304531029.0,14400000,1039680000000.0,-60746098000.0,4.65,0.18,0.0,0.03,0.15,52.0,24,0,1,309009352682.0,-276401832883.0,-218998465885.0
MCP,2020,688442932490.0,373143857569.0,14997232723.0,21909339354.0,0.0,81875654651.0,50907421546.0,177583789343.0,353427196511.0,2988379350.0,7670984321.0,315241363574.0,0.0,19297162849.0,214413528340.0,158730329229.0,54845957638.0,0.0,319600037322.0,158730329229.0,1.54,110924512738.0,49418106515.0,15052615,262246658530.0,-12052892400.0,1282.0,0.0,0.0,0.0,0.0019,268.0,21,0,1,-4418740823.0,-969460419.0,-24156556317.0
MCP,2021,431297784157.0,333795940264.0,16349108730.0,17991810988.0,0.0,84563235927.0,46961106198.0,219085284453.0,47187124683.0,1066218087.0,11261380455.0,358638271783.0,0.0,22591406095.0,222992693281.0,110803246983.0,24525781740.0,0.0,244557378946.0,110803246983.0,-0.37,110453264874.0,35675156173.0,15052615,321298067175.0,-11220827498.0,1501.0,0.25,0.0,0.0,0.0019,280.0,22,0,1,-657431221.0,-751496363.0,20190071026.0
MCP,2022,514599490418.0,311411429487.0,16749049400.0,16639190044.0,0.0,42923766378.0,28972143860.0,401405764350.0,40770689726.0,4603300441.0,24048382233.0,500322865351.0,0.0,11279300476.0,232029390939.0,79382038548.0,5267205138.0,0.0,222154848703.0,79382038548.0,0.19,120300343167.0,34627488746.0,15052615,180375485545.0,-35191831805.0,749.0,0.25,0.0,0.0,0.0017,285.0,23,1,1,17513963090.0,-10170446172.0,-1580707887.0
MCP,2023,492833545275.0,319084683757.0,15480648691.0,19997912550.0,0.0,43864353143.0,34529010629.0,367349415828.0,3706106682.0,0.0,24561830552.0,469503449279.0,0.0,17441963130.0,248343424021.0,70741259736.0,11160504865.0,0.0,237818943441.0,70741259736.0,-0.04,109825325972.0,24732426977.0,15052615,422195745520.0,-1696591778.0,1159.0,0.14,0.0,0.25,0.0016,272.0,24,0,1,34520529155.0,-1995705031.0,-26932162850.0
MCP,2024,466605824421.0,317695500958.0,14568304136.0,21906341605.0,0.0,43645795124.0,48520328939.0,305367341173.0,38841230994.0,0.0,23403335536.0,401411084353.0,0.0,30114049356.0,276713277064.0,40982223894.0,16906377798.0,0.0,294219098541.0,40982223894.0,-0.05,61637465146.0,17047423327.0,18062331,507966934713.0,-28159074914.0,1667.0,0.18,0.0,0.59,0.0,264.0,25,0,1,93445808277.0,-1569840160.0,-59540860430.0
MVB,2020,4859049292091.0,3731007992762.0,100167927063.0,293156747093.0,28905456479.0,1486366748500.0,847211808334.0,2315707968134.0,2315707968134.0,150702564620.0,394739187976.0,4422267802520.0,0.0,410780433047.0,1844118719903.0,1886889272859.0,137530492922.0,686098303714.0,969096211802.0,1200790969145.0,-0.045,251476611544.0,2039581038602.0,105000000,929985000000.0,-118550882500.0,2.631,0.00075,0.9819,0.00057,0.00017,2.0,14,0,1,542977217796.0,192788488905.0,-186528968374.0
MVB,2021,4926878151754.0,3677973680320.0,92249554378.0,300087596013.0,27372196700.0,1398800261308.0,842137389537.0,2430134707026.0,2430134707026.0,95922443814.0,374708808536.0,4437741474416.0,0.0,409825849780.0,1930591164516.0,1684254390086.0,239045222605.0,578042687344.0,1021666291159.0,1106211702742.0,0.0135,233161208210.0,1903218967816.0,105000000,2155440000000.0,-146069333000.0,2.741,0.00022,0.9819,0.00057,0.00017,,15,0,1,791561103867.0,190288616043.0,-330194886552.0
MVB,2022,5475648978823.0,3374599524052.0,105131666343.0,347674412101.0,25300420712.0,1601273977234.0,768049717260.0,2857711688469.0,2857711688469.0,96620209586.0,468252972871.0,5109158651627.0,0.0,285637977732.0,1993719290234.0,1412880501523.0,293380620115.0,400640792946.0,1189608156470.0,1012239708577.0,0.1119,229231443331.0,1541270426354.0,105000000,1692810000000.0,-199446406675.0,1.265,0.00015,0.9819,5e-06,0.00074,2.0,16,0,1,563666829688.0,39310443523.0,29132401229.0
MVB,2023,4883304523158.0,3110355205465.0,106096632440.0,340157918184.0,5229977552.0,1431821131651.0,362608599542.0,2601815384871.0,2601815384871.0,241434132448.0,425193875986.0,4681635308891.0,0.0,362608599542.0,2048978570324.0,1061376635141.0,225121324978.0,75728847714.0,1272544987965.0,985647787427.0,-0.1077,450632522149.0,1251078911721.0,105000000,1955940000000.0,-139346801000.0,1.902,0.00033,0.9819,5e-06,0.00067,3.0,17,0,1,645511545759.0,39771753785.0,-200120637430.0
MVB,2024,5267968058123.0,3164306501793.0,100952568105.0,349858218760.0,4633530585.0,1250360536601.0,537152213488.0,2950781144120.0,2950781144120.0,171939349739.0,350530399642.0,4852508135316.0,0.0,291770265034.0,2072690139620.0,1091616362173.0,327949309104.0,147139940551.0,1290552755844.0,944476421622.0,0.0788,363699025772.0,1169791738503.0,105000000,1900500000000.0,-162828035140.0,1.836,0.00016,0.9819,5e-06,0.00067,3.0,18,0,1,240623677005.0,152389893139.0,48846666143.0
PVB,2020,695138281566.0,587675334528.0,0.0,42882879551.0,1168939633.0,,91227751009.0,343724558572.0,,,160117724938.0,623520568536.0,,60551417423.0,411108317911.0,176567016617.0,72804817811.0,0.0,529553664432.0,145048609508.0,0.816,134763184512.0,52554731852.0,21599998,366832766034.0,-21538438000.0,2.196,0.0001,0.5294,0.5313,0.0025,158.0,13,0,1,236748014885.0,-1837300000.0,-17288616811.0
PVB,2021,38785140179.0,452422854531.0,0.0,18457695548.0,895919941.0,,12112415675.0,17243483066.0,,,18960426632.0,76472931822.0,,580993441.0,379676411352.0,72746443179.0,25428514667.0,0.0,406026092982.0,71690795478.0,-0.944,128844748077.0,41673071160.0,21599998,425519960600.0,-21538438000.0,27.0,0.0001,0.5294,0.5323,0.0069,158.0,14,0,1,72586983462.0,-382370000.0,98437633190.0
PVB,2022,34362448029.0,400033556514.0,0.0,25199803166.0,359027775.0,,-2198784129.0,12974058228.0,,,21773861152.0,86419603240.0,,-12982597536.0,366112820375.0,33920736139.0,26482368944.0,0.0,361553640992.0,33753904122.0,-0.114,122344285034.0,34235418083.0,21599998,244079977400.0,0.0,-601.0,0.0001,0.5294,0.5847,0.0046,151.0,15,0,1,-38888474337.0,-180180000.0,40017384952.0
PVB,2023,244471730847.0,497996864279.0,0.0,24434657545.0,0.0,,12849128440.0,87929733981.0,,,104394568089.0,267636925191.0,,3364261227.0,369407031602.0,128589832677.0,34535992279.0,0.0,462932253600.0,123621731520.0,0.611,116969969605.0,29363054929.0,21599998,457919957600.0,0.0,156.0,0.0001,0.5294,0.5208,0.0041,144.0,16,0,1,-167014723392.0,-917203500.0,89483735644.0
PVB,2024,265172268736.0,453967117840.0,0.0,25556459259.0,0.0,,20680534024.0,47415373715.0,,,144576197415.0,245060267659.0,,14526612284.0,381783647886.0,72183469954.0,11703240641.0,0.0,414523887957.0,68784804743.0,0.084,100686374908.0,27711149601.0,21599998,645839940200.0,-86214817553.0,673.0,0.0001,0.5294,0.536,0.0046,140.0,17,0,1,193443950388.0,-4436430488.0,-130176953192.0
QHD,2020,272329086274.0,131542392743.0,7408954356.0,10585200543.0,0.0,24782114825.0,60926190495.0,171789696935.0,9283541263.0,1787775150.0,5912054745.0,222241587339.0,0.0,37251853361.0,95739012983.0,35803379760.0,19531924894.0,0.0,91991944732.0,35803379760.0,0.137,40053600718.0,36088271984.0,5524716,101571903660.0,-8348519535.0,5.497,0.1691,0.0,0.0009,0.0059,176.0,53,1,1,17663583911.0,-1017245454.0,-1004925905.0
QHD,2021,273476947130.0,137878604819.0,9138538732.0,10298239648.0,0.0,26633825888.0,40595026582.0,199318807591.0,8140755137.0,1917550507.0,7067166839.0,252374218389.0,0.0,15063223952.0,95338280507.0,42540324312.0,23485924291.0,0.0,99156419923.0,42540324312.0,0.004,42044072469.0,29303368636.0,5524716,166840898484.0,-10479366200.0,2.131,0.1691,0.0,0.0017,0.0086,177.0,54,0,1,10586400659.0,-6670842995.0,-6655693711.0
QHD,2022,300353301689.0,160193734937.0,9552999122.0,14619296429.0,0.0,26414177383.0,52847810068.0,210566816902.0,11731979084.0,1874061960.0,8872946677.0,265853940962.0,0.0,22291758938.0,102234348894.0,57959386043.0,38408077406.0,0.0,120102071682.0,57959386043.0,0.098,47737600121.0,31022150195.0,5524716,152222499948.0,-11017351150.0,3.312,0.1175,0.0,6e-05,0.003,179.0,55,0,1,30318475223.0,-7261076018.0,-6681277194.0
QHD,2023,310780717038.0,164226446485.0,12830059995.0,14550185693.0,0.0,29970062992.0,57335472901.0,213004722562.0,19200495846.0,10390644430.0,6632866763.0,273947371300.0,0.0,29575117537.0,114153290132.0,50073156353.0,30711363013.0,4524180000.0,129351840270.0,45548976353.0,0.035,54781639103.0,32048376637.0,5524716,152725249104.0,-11063499025.0,4.289,0.1175,0.0,4e-05,0.003,187.0,56,0,1,13984889783.0,-1929176674.0,-1906612047.0
QHD,2024,355170369820.0,168510223693.0,15156366081.0,16750782200.0,0.0,35326264449.0,48678412971.0,234711485875.0,33998643581.0,10166164187.0,10456623726.0,304437624558.0,0.0,17244107369.0,114637421148.0,53872802545.0,24412914593.0,3485820000.0,136795413351.0,50386982545.0,0.143,56237104738.0,28810069708.0,5524716,143101193832.0,-11041412100.0,2.44,0.1175,0.0,4e-05,0.003,182.0,57,0,1,-1183122268.0,-3897700918.0,-3876198366.0
STG,2020,2031888621327.0,2339223190974.0,108675327970.0,148783931404.0,58724525680.0,,251613287474.0,129416609827.0,121712154118.0,45356842127.0,1255819576251.0,1598558917472.0,,117768618460.0,1644239298956.0,694983892018.0,250395300190.0,129707384821.0,898182946540.0,509016436393.0,0.106,59244921385.0,699726752406.0,98253357,1493451026400.0,12601620079.0,1.085,0.00087,0.0,0.9674,0.0,1.0,45,1,1,207837752051.0,-138608371602.0,-277612221488.0
STG,2021,2886511605507.0,2684190804821.0,91827968500.0,134173137264.0,58510876135.0,,421291030203.0,261341226234.0,134375705049.0,90278254151.0,1973075216466.0,2398760691738.0,,246646629784.0,1885029578313.0,799161226508.0,276311801371.0,171789222610.0,996622095792.0,570655495021.0,0.4206,107956613509.0,689279618767.0,98253357,2849347353000.0,10220728576.0,2.369,0.00087,0.0,0.9674,0.0011,1.0,46,1,1,259563920968.0,-268054559458.0,-194865456722.0
STG,2022,2639254563108.0,2784034932782.0,80071531567.0,129681110424.0,59905898413.0,,444730232233.0,352254777397.0,152824260124.0,87197430616.0,1567792832478.0,2187309930948.0,,253562357210.0,2123714015128.0,660320917654.0,347435288802.0,122303880289.0,994211815808.0,484587095527.0,-0.0857,113944944752.0,776795298597.0,98253357,3930134280000.0,793185176.0,2.426,0.00087,0.0,0.9674,0.0007,1.0,47,1,1,271085257321.0,-261921972695.0,-151224711518.0
STG,2023,1795635736766.0,2868678174669.0,74758525663.0,129769390298.0,15584047523.0,,364295208462.0,212554922175.0,187321711691.0,41323471169.0,1066512782760.0,1507282199815.0,,150680475252.0,2254645093891.0,614033080778.0,606879728298.0,89886541364.0,1171257229099.0,480992542620.0,-0.3196,57962582677.0,887241609739.0,98253357,4804589157300.0,60670000.0,1.448,0.00087,0.0,0.99358,0.30054,1.0,48,1,1,223636236675.0,-62020538814.0,102871082375.0
STG,2024,2454337015222.0,3052183340336.0,81741508107.0,151591616913.0,13436625558.0,,414358679997.0,236023009942.0,327060184759.0,17976741167.0,1544925892631.0,2060409625650.0,,203829241923.0,2399834844238.0,652348496098.0,507906898731.0,78515219488.0,1127107316081.0,526500411542.0,0.3668,36288014193.0,981511829319.0,98253357,3753278237400.0,0.0,1.96,0.00087,0.0,0.9993,0.0007,1.0,49,1,1,74203136423.0,-165445115689.0,-220195338803.0
TCL,2020,1089791663153.0,949000751263.0,10892035973.0,61052889099.0,24906321049.0,,183261693224.0,50761567626.0,,,733880792637.0,912711696736.0,,100478649081.0,637359932637.0,311640818626.0,57615894140.0,30810548252.0,395830411621.0,243612179870.0,0.1452,5512651000.0,326195330062.0,30158436,557116788228.0,-103086933530.0,2684.0,0.766,0.51,0.5335,0.0914,301.0,13,1,1,102093686035.0,-56681809327.0,-81360885263.0
TCL,2021,1185725670210.0,887247802582.0,25203609627.0,61761400289.0,24169288816.0,,176547333308.0,56829815068.0,,,825279892101.0,982133344119.0,,113470511353.0,578992256380.0,308255546202.0,31210708945.0,23560836252.0,388359492010.0,246926619446.0,0.088,7113032145.0,291963594583.0,30158436,902551514172.0,-74587675000.0,3094.0,0.146,0.51,0.5401,0.0389,304.0,14,1,1,-19307465800.0,-1537078636.0,74739689167.0
TCL,2022,1355069962137.0,816910328117.0,33119763998.0,67756292658.0,23463616156.0,,187791445447.0,70655452359.0,,,943418874607.0,1124338723325.0,,124846334304.0,555587037685.0,261323290432.0,91143459284.0,16311124252.0,369226959448.0,200783539676.0,0.1428,9348121893.0,260132292020.0,30158436,805411191816.0,-131940153400.0,3418.0,0.002,0.51,0.578,0.0389,295.0,15,1,1,152885987408.0,-9441084363.0,38986871246.0
TCL,2023,1529415505455.0,940482304369.0,35177208068.0,70174311898.0,22869018766.0,,195878000006.0,69927781259.0,,,1140507365574.0,1290169467939.0,,134421318574.0,598861095105.0,341621209264.0,71071180963.0,9061412252.0,474241740927.0,288611976608.0,0.1286,12916648263.0,250955322214.0,30158436,1003160056668.0,-66076716821.0,3670.0,0.002,0.51,0.5689,0.0614,295.0,16,1,1,98609187670.0,-16248736230.0,-45355083888.0
TCL,2024,1631183620056.0,1110636381471.0,30590906571.0,73599936434.0,22123346110.0,,207148118464.0,,,,,1382737677902.0,,146227998803.0,650653139545.0,459983241926.0,55519125648.0,1811700252.0,663244375700.0,422039915170.0,0.0665,13096217340.0,225303166653.0,30158436,991820484772.0,-70445564305.0,4067.0,0.002,0.51,0.5689,0.0614,287.0,17,1,1,39210935934.0,-7388415498.0,-2067795965.0
THG,2020,1782150004263.0,1448816074162.0,170722245656.0,68010341248.0,32547390015.0,413627532509.0,244896538980.0,1013172258868.0,97682340397.0,252899133737.0,320784999648.0,1624986221801.0,,169214595144.0,493161459452.0,955654614710.0,151348941849.0,225757417928.0,817487330670.0,729324656782.0,0.38,373828207774.0,349761730630.0,14519560,747757340000.0,-46869878784.0,11.347,0.19,0.0,0.06,0.01,659.0,16,0,0,225131312031.0,-172282545300.0,-191493878072.0
THG,2021,1318963695310.0,1555647941070.0,116196614271.0,35488766561.0,31480595583.0,253554118033.0,212603022067.0,807186926133.0,61136757017.0,259453929147.0,175339227456.0,1195368812755.0,,128538439605.0,530576950239.0,1025070990831.0,219351429274.0,243767191662.0,942363307902.0,780750759169.0,-0.26,419787769445.0,331632834729.0,15971306,1253747521000.0,-74049546000.0,7.922,0.18,0.0,0.07,0.01,673.0,17,0,0,101458816217.0,-44515303039.0,-30997813683.0
THG,2022,1648053437867.0,1848583150036.0,142807690942.0,47465529433.0,32316067901.0,547151492013.0,226403987487.0,461509480.0,23194072966.0,442080049428.0,528796388126.0,558863636815.0,,143908043725.0,641737093664.0,1206846056372.0,221286185107.0,303167504144.0,1237599202156.0,898163536568.0,0.25,628794930719.0,306643947272.0,19963893,782584605600.0,-23955634700.0,6.692,0.17,0.0,0.07,0.01,663.0,18,0,0,34288619892.0,-52698846154.0,-56335878766.0
THG,2023,1669780465317.0,1852230099332.0,161087424070.0,61999600604.0,33865373682.0,421129660454.0,200234177340.0,647944807.0,15211534779.0,497046426936.0,402935011588.0,432548707626.0,,118834764309.0,688474019464.0,1163756079868.0,216604276306.0,169061553542.0,1312952120171.0,990639071167.0,0.01,730160294207.0,271340345330.0,22957896,918315840000.0,-60391679000.0,4.777,0.17,0.0,0.1,0.01,670.0,19,1,1,93939765518.0,-16621112869.0,-31942881068.0
THG,2024,1867200093415.0,2181743482461.0,195663364106.0,63516082584.0,26627471181.0,357164527171.0,226956379541.0,711294640.0,12809403238.0,467819246236.0,335751448849.0,373467211580.0,,144397103396.0,731331611049.0,1450411871412.0,298868464516.0,229998190876.0,1554502291208.0,1214926356586.0,0.12,857581215586.0,294298704732.0,25941887,1169979103700.0,-51369439262.0,5.139,0.18,0.0,0.146,,684.0,20,1,1,109211820473.0,-41058564924.0,-11579713169.0
TV2,2020,3346394846990.0,3336016514830.0,30754910102.0,126152894491.0,158263592790.0,1951752139301.0,349173977757.0,191819313671.0,1286837120.0,132723662590.0,1729252664006.0,2644858044305.0,740360372.0,262198864970.0,1167264926456.0,2168751588374.0,302027563394.0,17329235568.0,2705270497902.0,1706152857849.0,0.0075,162896911682.0,192525602681.0,36014952,1339756214400.0,-74165000000.0,7.28,0.0121,0.5133,0.572,0.0825,983.0,13,1,1,501516431192.0,-144219555759.0,-324741590171.0
TV2,2021,3629140570492.0,4465745204205.0,85343775106.0,135128791645.0,148899847529.0,2696391014545.0,379821767029.0,161155814771.0,661928193.0,254081974549.0,2845371416766.0,3469222895756.0,430443772.0,271756448849.0,1376161295411.0,3089533383397.0,319646400604.0,17329235568.0,3614355908113.0,3039343389632.0,0.0845,300274847039.0,295210084194.0,45018141,1582387656150.0,-35226385900.0,6.037,0.009,0.5133,0.5808,0.0633,1.0,14,1,1,-272873180034.0,-80248659170.0,245172763324.0
TV2,2022,1322050620541.0,2988754675229.0,19952772095.0,149244822412.0,142564565548.0,685961705968.0,91141641250.0,91324380252.0,1641911146.0,74659737392.0,533602663571.0,1086038540714.0,141443772.0,52886514290.0,1356309549213.0,1632445126016.0,198299196901.0,0.0,2098129113741.0,1595899189785.0,-0.6357,83958011477.0,443190368219.0,67526165,2306018534750.0,-44874869000.0,662.0,0.0068,0.5133,0.5889,0.1461,1.0,15,1,1,11219506063.0,-34473198556.0,-54276940912.0
TV2,2023,1061339545659.0,2461045530310.0,1731306963.0,136607451639.0,139374361061.0,514600969754.0,111513300635.0,68076531577.0,368616881.0,57620294321.0,362064569914.0,973493053715.0,141443772.0,53146020662.0,1333729682731.0,1127315847579.0,127329031923.0,0.0,1609922985563.0,1086718507736.0,-0.1972,72386965450.0,444540426031.0,67526165,2552489037000.0,-68825600.0,787.0,0.0068,0.5133,0.5473,0.1236,1.0,16,1,1,-149706398392.0,-20544575231.0,-9520110512.0
TV2,2024,1336237832457.0,2172504098296.0,19733628845.0,112390220463.0,137466601183.0,,126197020606.0,,,155964470035.0,,,,64670405839.0,1309010676570.0,863493421726.0,199941912365.0,1558376028.0,1331536969066.0,836188931219.0,0.259,155964470035.0,290977761410.0,67526165,2255373911000.0,-68825600.0,958.0,0.0069,0.5133,0.5271,0.0894,1.0,17,1,1,193061889319.0,-21303642681.0,11041464847.0
VGS,2020,6669719726106.0,1705099109158.0,104897745033.0,9486585120.0,17659393735.0,150604295683.0,176879744718.0,3458783734114.0,6454824080341.0,0.0,122738661937.0,3682510057440.0,0.0,124794779351.0,757163153493.0,947935955665.0,23989910060.0,18521901250.0,1304532876887.0,929414054415.0,-0.0244,463649575458.0,142346463635.0,42111589,351252763849.0,-29454258085.0,2.221,0.3429,0.0,0.0067,0.0012,342.0,18,0,0,303944940944.0,-8954741599.0,-8954741599.0
VGS,2021,6683587084302.0,2080303590612.0,68979062079.0,32654665201.0,17311006135.0,182648621208.0,198551977462.0,3238517617559.0,6578326435745.0,51880694176.0,155443193379.0,3490813970671.0,0.0,156442843713.0,833148136950.0,1247155453662.0,55640847460.0,125971488786.0,1486204543938.0,1121183964876.0,0.0021,621519020895.0,129832741602.0,42111589,1261915875974.0,-42136047750.0,2.804,0.4588,0.0,0.0403,0.0007,342.0,19,0,0,205815594558.0,-250527334627.0,-250527334627.0
VGS,2022,8483237448241.0,2164904495205.0,46075184126.0,29574336737.0,16962618535.0,91643316937.0,167147811616.0,3867074237285.0,8101293946709.0,14526561487.0,68513620326.0,4035894597622.0,0.0,116495896567.0,926597827610.0,1238306667595.0,192342015850.0,2461558786.0,1499102461787.0,1235845108809.0,0.2693,433166301386.0,123551047602.0,48427921,404082572824.0,0.0,1.929,0.4589,0.0,0.0002,0.0012,324.0,20,0,0,56394943947.0,-46462877633.0,-46462877633.0
VGS,2023,7555693061362.0,2447292944864.0,52073155660.0,33138531761.0,16614230935.0,142759330294.0,122229442783.0,3714367013726.0,7359096729559.0,44333422049.0,108968375897.0,3936165179482.0,0.0,71504196241.0,981355312001.0,1465937632863.0,162307331577.0,207245378786.0,1480367394870.0,1258692254077.0,-0.109,427480584416.0,109383789457.0,53269670,1063742040230.0,0.0,1.028,0.4589,0.0,0.0099,0.0012,316.0,21,0,0,55363328712.0,-313336479063.0,-313336479063.0
VGS,2024,7321865829546.0,2334095794361.0,51372220400.0,26780880223.0,14361060891.0,156224207877.0,168293261125.0,4387132012525.0,7182800000.0,44333422049.0,134644835419.0,4630263954857.0,0.0,134896139015.0,1084580578772.0,1249515215589.0,135720622428.0,205730838786.0,1326965172915.0,1043784376803.0,-0.031,546239593389.0,93180505801.0,55932126,1588584242652.0,0.0,1.845,0.2536,0.0,0.0009,0.0029,411.0,22,0,1,93566156404.0,-29836971030.0,-29836971030.0
VNT,2020,1238969860261.0,641540121222.0,0.0,29638668821.0,1152884002.0,0.0,13466193389.0,0.0,0.0,0.0,1089278390923.0,1183231595490.0,0.0,-9610363652.0,186704889020.0,454835232202.0,100042072603.0,0.0,415127276577.0,452835232202.0,0.3282,0.0,38974050194.0,11893605,845147687695.0,-14272326000.0,-850.0,,0.0,0.8546,0.1434,392.0,24,0,1,-16567866794.0,-1392465900.0,-26764040926.0
VNT,2021,2544345801877.0,792028101064.0,0.0,39557593787.0,1083647494.0,0.0,48978614863.0,0.0,0.0,0.0,2306250522797.0,2444956677996.0,0.0,11016556956.0,198253423456.0,593774677608.0,112902428057.0,58891282505.0,617505422721.0,527585336292.0,0.105,0.0,36344877225.0,11893605,929663634825.0,0.0,884.0,,0.0,0.8754,0.1434,406.0,25,0,1,20493041068.0,-2057852061.0,-20080925095.0
VNT,2022,1803584707015.0,702705783316.0,0.0,41628708961.0,1064751263.0,0.0,21808377441.0,0.0,0.0,0.0,1578736904055.0,1713423210712.0,0.0,-11201327291.0,174948180460.0,527757602856.0,124513281776.0,59234212941.0,473137165852.0,461176355101.0,-0.29,0.0,31494646854.0,11893605,786167290500.0,-11893605000.0,-984.0,0.0222,0.0,0.8963,0.1434,426.0,26,0,1,152228644413.0,-196372054.0,-135977229673.0
VNT,2023,879526958129.0,651679658160.0,0.0,30360892937.0,1019423592.0,0.0,3774806530.0,0.0,0.0,0.0,740885843817.0,830649556559.0,0.0,-17640227953.0,216562552507.0,435117105653.0,119556742636.0,0.0,423128039713.0,432073011653.0,-0.512,0.0,28352437191.0,16644097,559241659200.0,-8649291185.0,-1.113,0.0121,0.0,0.82,0.1026,420.0,27,0,1,-6947278734.0,-1862267874.0,10037811997.0
VNT,2024,1433454597621.0,672033682469.0,0.0,32782200676.0,1109752509.0,0.0,27988498426.0,0.0,0.0,0.0,1270315018813.0,1366268055674.0,0.0,227910645.0,216790463152.0,455243219317.0,182208793408.0,0.0,481576166654.0,452866869317.0,0.63,0.0,24388336433.0,16644097,464370306300.0,0.0,-16.0,0.0121,0.0,0.8187,0.1052,359.0,28,0,1,-64188336685.0,-61227500.0,55820718021.0
